chrV	93977	94218	1
chrV	108553	110467	0
chrV	145539	145782	1
chrV	173636	173874	1
chrV	192493	192926	1
chrV	212381	212630	1
chrV	255623	256957	0
chrV	276127	276526	1
chrV	278073	278355	1
chrV	287504	287750	1
chrV	301565	302061	1
chrV	316043	317307	0
chrV	353504	353751	1
chrV	406747	406949	1
chrV	429861	431061	0
chrV	438929	439178	1
chrV	442412	442731	1
chrV	498417	499343	1
chrV	520767	521025	1
chrV	549560	549809	1
chrV	559886	566886	0
chrV	569020	570085	1
chrVI	23	1527	0
chrVI	5435	6155	1
chrVI	12174	13028	1
chrVI	18682	19864	1
chrVI	19669	20826	1
chrVI	32472	32995	1
chrVI	32666	33247	1
chrVI	61781	62981	0
chrVI	68690	68869	1
chrVI	95000	103000	0
chrVI	104456	104695	1
chrVI	118631	118952	1
chrVI	127745	128066	1
chrVI	135979	136080	1
chrVI	167606	168041	1
chrVI	199382	199493	1
chrVI	216344	216692	1
chrVI	253316	253800	1
chrVI	256263	256418	1
chrVI	268255	268965	0
chrVI	269404	270022	1
chrVII	6261	8789	0
chrVII	17629	18112	1
chrVII	22647	29647	0
chrVII	31980	34434	0
chrVII	64279	64528	1
chrVII	112080	112319	1
chrVII	114385	115095	0
chrVII	117471	117955	1
chrVII	163180	163447	1
chrVII	170773	172017	0
chrVII	187241	187651	1
chrVII	203917	204159	1
chrVII	231909	231984	1
chrVII	240972	241441	1
chrVII	266526	267726	0
chrVII	268879	270680	0
chrVII	274818	275367	0
chrVII	285951	286246	1
chrVII	287952	289013	0
chrVII	318745	319455	0
chrVII	352695	352917	1
chrVII	388658	388892	1
chrVII	421093	421342	1
chrVII	479993	482537	0
chrVII	484932	485160	1
chrVII	508729	508978	1
chrVII	534750	544750	0
chrVII	568490	568738	1
chrVII	574622	574916	1
chrVII	574978	576840	0
chrVII	607176	607619	1
chrVII	620243	622517	0
chrVII	653611	654091	1
chrVII	659809	660054	1
chrVII	715273	715556	1
chrVII	777967	778216	1
chrVII	795134	796306	0
chrVII	800891	802091	0
chrVII	834492	834736	1
chrVII	845923	848287	0
chrVII	888350	888599	1
chrVII	916675	917170	1
chrVII	969741	970941	0
chrVII	977730	977979	1
chrVII	999448	999695	1
chrVII	1002182	1002571	1
chrVII	1004198	1006102	0
chrVII	1063254	1063715	1
chrVII	1073298	1074352	0
chrVII	1082959	1084336	1
chrVII	1089548	1090902	0
chrVIII	5158	6168	1
chrVIII	7534	7782	1
chrVIII	9711	11566	0
chrVIII	45589	46076	1
chrVIII	56650	59172	0
chrVIII	64255	64489	1
chrVIII	94759	95192	1
chrVIII	111293	111766	1
chrVIII	115683	117257	0
chrVIII	133347	133591	1
chrVIII	134268	135517	0
chrVIII	140340	141265	1
chrVIII	168531	168773	1
chrVIII	192459	193659	0
chrVIII	197814	199014	0
chrVIII	213179	213861	1
chrVIII	214885	215595	0
chrVIII	218344	219498	0
chrVIII	245719	245968	1
chrVIII	286650	287981	0
chrVIII	296882	297475	1
chrVIII	344375	345085	0
chrVIII	359469	359928	1
chrVIII	363335	370335	0
chrVIII	380153	382157	0
chrVIII	392148	392391	1
chrVIII	406012	406508	1
chrVIII	447619	447853	1
chrVIII	474309	474793	1
chrVIII	501751	501992	1
chrVIII	520016	520630	1
chrVIII	535403	535836	1
chrVIII	550163	551317	0
chrVIII	555996	556327	1
chrX	64	577	1
chrX	7444	7943	1
chrX	16123	16762	1
chrX	23661	24158	1
chrX	67467	67949	1
chrX	99359	99796	1
chrX	113226	113828	1
chrX	161435	161860	1
chrX	167433	174433	0
chrX	203729	204614	1
chrX	228248	228740	1
chrX	248600	249300	1
chrX	268050	269250	0
chrX	298471	298952	1
chrX	301433	308433	0
chrX	336976	337225	1
chrX	353463	355722	0
chrX	374575	374818	1
chrX	375401	375923	1
chrX	416888	417134	1
chrX	442248	442658	1
chrX	454276	455248	1
chrX	459029	459588	1
chrX	469670	479670	0
chrX	501595	502525	1
chrX	540239	540474	1
chrX	609000	609750	1
chrX	612542	612975	1
chrX	643813	644767	0
chrX	654069	654309	1
chrX	683328	683817	1
chrX	711590	711837	1
chrX	713860	723860	0
chrX	729677	730208	1
chrX	736728	736970	1
chrX	744102	744703	1
chrXI	23	2746	0
chrXI	7397	9007	0
chrXI	15455	16165	0
chrXI	42110	42563	1
chrXI	55670	55917	1
chrXI	98329	98568	1
chrXI	113073	115127	0
chrXI	145433	145893	1
chrXI	152934	153173	1
chrXI	196038	196284	1
chrXI	199886	200537	1
chrXI	213080	213385	1
chrXI	235293	236577	0
chrXI	257390	257839	1
chrXI	302152	302524	1
chrXI	329322	329571	1
chrXI	333114	334557	0
chrXI	388607	388902	1
chrXI	416822	417055	1
chrXI	444561	445028	1
chrXI	447657	447892	1
chrXI	454453	459197	1
chrXI	462033	463697	0
chrXI	500415	501125	0
chrXI	516653	516902	1
chrXI	530070	530560	1
chrXI	581468	581706	1
chrXI	611874	612107	1
chrXI	632003	634377	0
chrXI	642355	642602	1
chrXI	658278	666417	0
chrXII	23	2077	0
chrXII	51860	52210	1
chrXII	76711	77163	1
chrXII	91417	91659	1
chrXII	93166	93659	1
chrXII	150914	151421	1
chrXII	156646	156883	1
chrXII	222410	222792	1
chrXII	231179	231422	1
chrXII	243527	243960	1
chrXII	289220	289469	1
chrXII	343577	344033	1
chrXII	373156	373400	1
chrXII	412668	412897	1
chrXII	450485	450726	1
chrXII	458826	459141	1
chrXII	512868	513117	1
chrXII	602938	603155	1
chrXII	622672	623123	1
chrXII	644937	645426	1
chrXII	659823	660072	1
chrXII	687249	687738	1
chrXII	730275	730832	1
chrXII	744942	745179	1
chrXII	794020	794269	1
chrXII	821907	822336	1
chrXII	888569	888810	1
chrXII	928051	928540	1
chrXII	947908	948358	1
chrXII	1007180	1007470	1
chrXII	1013789	1014017	1
chrXII	1016304	1023304	0
chrXII	1023967	1024207	1
chrXII	1042798	1043952	0
chrXII	1052304	1059304	0
chrXII	1059486	1059919	1
chrXII	1062398	1065752	0
chrXII	1070198	1071952	0
chrXIII	23	1261	0
chrXIII	4983	7702	0
chrXIII	8791	10699	0
chrXIII	31687	31935	1
chrXIII	39922	40355	1
chrXIII	44666	45681	0
chrXIII	49645	50141	1
chrXIII	73874	74373	1
chrXIII	94216	94463	1
chrXIII	137299	137548	1
chrXIII	158846	159279	1
chrXIII	183793	184037	1
chrXIII	227023	227487	0
chrXIII	263062	263296	1
chrXIII	268223	269987	0
chrXIII	286782	287067	1
chrXIII	289203	290548	0
chrXIII	341313	342207	0
chrXIII	370976	371221	1
chrXIII	420429	421629	0
chrXIII	432851	433347	1
chrXIII	468177	468468	1
chrXIII	480233	483637	0
chrXIII	503346	504087	1
chrXIII	535595	535843	1
chrXIII	554392	554750	1
chrXIII	568128	569097	0
chrXIII	569500	577500	0
chrXIII	611273	611488	1
chrXIII	634479	634714	1
chrXIII	649307	649551	1
chrXIII	688766	689221	1
chrXIII	723574	730574	0
chrXIII	758222	758470	1
chrXIII	759074	766074	0
chrXIII	772629	772878	1
chrXIII	805116	805338	1
chrXIII	815341	815567	1
chrXIII	836823	838167	0
chrXIII	865288	865683	1
chrXIII	878619	879115	1
chrXIII	897804	898040	1
chrXIII	918073	919137	0
chrXIII	922023	924397	0
chrXIV	50	2241	0
chrXIV	6282	10914	0
chrXIV	13998	16375	0
chrXIV	28467	28699	1
chrXIV	61597	61894	1
chrXIV	84295	85005	0
chrXIV	89528	89802	1
chrXIV	111000	121000	0
chrXIV	126488	126981	1
chrXIV	136575	137285	0
chrXIV	169566	169804	1
chrXIV	196055	196291	1
chrXIV	250259	250506	1
chrXIV	252383	254147	0
chrXIV	279875	280108	1
chrXIV	321917	322210	1
chrXIV	324551	325764	0
chrXIV	342963	344117	0
chrXIV	352509	352996	1
chrXIV	357215	357925	0
chrXIV	358745	359455	0
chrXIV	412263	412493	1
chrXIV	415731	416931	0
chrXIV	449343	449588	1
chrXIV	498987	499232	1
chrXIV	512969	519969	0
chrXIV	545966	546201	1
chrXIV	550890	560890	0
chrXIV	561106	561384	1
chrXIV	567715	569020	0
chrXIV	609458	609706	1
chrXIV	615807	617621	0
chrXIV	635660	635901	1
chrXIV	691482	691727	1
chrXIV	713642	714136	1
chrXIV	734135	734845	0
chrXIV	738550	738982	1
chrXIV	764001	764500	1
chrXIV	769969	776969	0
chrXIV	781453	784287	0
chrXV	23	2646	0
chrXV	9761	12672	0
chrXV	18367	20227	0
chrXV	22523	24675	0
chrXV	35667	35903	1
chrXV	72636	72872	1
chrXV	74000	84000	0
chrXV	85195	85444	1
chrXV	103253	104167	0
chrXV	113843	114084	1
chrXV	128922	130182	1
chrXV	154972	155462	1
chrXV	166974	167220	1
chrXV	227481	228117	1
chrXV	277529	277778	1
chrXV	308969	309462	1
chrXV	331493	332707	0
chrXV	337279	337528	1
chrXV	347633	348862	0
chrXV	353743	354887	0
chrXV	371693	372627	0
chrXV	397773	399037	0
chrXV	436732	436966	1
chrXV	458023	459327	0
chrXV	463698	464877	0
chrXV	489645	490129	1
chrXV	497144	497603	1
chrXV	514258	515458	0
chrXV	520541	521040	1
chrXV	566409	566643	1
chrXV	575463	578947	0
chrXV	600885	600960	1
chrXV	601221	608221	0
chrXV	616913	618427	0
chrXV	645796	646996	0
chrXV	656632	656876	1
chrXV	662888	663957	0
chrXV	669805	670515	0
chrXV	681112	681611	1
chrXV	699500	709500	0
chrXV	729739	729969	1
chrXV	733221	740221	0
chrXV	759221	766221	0
chrXV	766617	766862	1
chrXV	783344	783563	1
chrXV	847666	848866	0
chrXV	854735	855228	1
chrXV	874190	874434	1
chrXV	898603	900567	0
chrXV	908288	908537	1
chrXV	945350	946550	0
chrXV	981454	981690	1
chrXV	997703	999357	0
chrXV	1011435	1012635	0
chrXV	1022548	1023652	0
chrXV	1053490	1053901	1
chrXV	1056048	1059952	0
chrXV	1077498	1085252	0
chrXV	1089998	1091252	0
chrXVI	6778	8439	1
chrXVI	12290	13227	1
chrXVI	18202	19681	0
chrXVI	42976	43212	1
chrXVI	73038	73283	1
chrXVI	89758	92975	0
chrXVI	116505	116765	1
chrXVI	161693	163447	0
chrXVI	178643	179827	0
chrXVI	189963	191457	0
chrXVI	194903	196097	0
chrXVI	210467	211723	1
chrXVI	214486	216511	0
chrXVI	241223	242267	0
chrXVI	250245	250955	0
chrXVI	261168	262687	0
chrXVI	273918	274962	0
chrXVI	289483	289704	1
chrXVI	297813	299287	0
chrXVI	303433	305027	0
chrXVI	316743	318397	0
chrXVI	319000	329000	0
chrXVI	331678	332074	1
chrXVI	369003	369737	0
chrXVI	376723	377937	0
chrXVI	384536	384784	1
chrXVI	414032	416072	1
chrXVI	418132	418359	1
chrXVI	427273	428757	0
chrXVI	439113	441372	0
chrXVI	453658	454627	0
chrXVI	456557	456805	1
chrXVI	498853	500557	0
chrXVI	511619	511940	1
chrXVI	552403	554287	0
chrXVI	556133	563133	0
chrXVI	563822	564061	1
chrXVI	565046	565289	1
chrXVI	584037	584486	1
chrXVI	633868	634117	1
chrXVI	684383	684632	1
chrXVI	687133	694133	0
chrXVI	695432	695681	1
chrXVI	728393	729207	0
chrXVI	749094	749341	1
chrXVI	776921	777152	1
chrXVI	819153	819393	1
chrXVI	822993	825387	0
chrXVI	842646	842894	1
chrXVI	850007	851124	0
chrXVI	863303	864667	0
chrXVI	880854	881102	1
chrXVI	929725	930435	0
chrXVI	932976	933223	1
chrXVI	940923	943157	0
chrXVI	946803	947997	0
